Age,Salary,YearsAtCompany,JobSatisfaction,WorkHours,Promotions,DistanceFromHome,Attrition
47,118608,22,7,76,4,17,0
22,60561,32,7,43,0,31,0
36,158964,17,10,58,2,18,0
22,49395,32,5,59,1,19,0
50,43756,6,9,32,4,38,1
40,190723,27,7,36,4,29,0
58,91333,0,7,65,4,15,1
48,177418,33,3,40,2,7,0
45,138561,18,1,61,1,37,1
52,53024,30,5,41,5,37,0
30,196890,12,8,44,4,7,0
53,30947,23,5,67,2,22,1
33,152192,4,10,53,0,12,0
57,119238,22,3,30,3,8,0
36,92428,18,9,47,1,18,0
42,185826,0,2,75,2,28,1
40,88355,32,3,36,3,18,0
47,154958,32,4,71,3,31,1
36,169490,31,10,70,2,17,0
54,160905,27,1,31,5,23,0
52,197905,11,4,69,5,11,1
46,156637,8,4,60,2,15,1
45,196252,10,9,62,2,30,1
22,43402,32,8,59,4,31,0
32,198917,18,2,60,0,6,0
29,100851,33,7,63,5,12,0
32,37834,6,6,36,4,23,0
46,92850,30,7,54,3,39,0
29,62180,1,4,45,3,40,1
30,159955,18,5,51,3,36,0
52,134688,31,6,65,2,35,1
54,131520,9,9,56,1,3,0
40,36695,7,2,46,4,42,1
59,152135,25,9,33,1,28,0
22,179195,29,10,64,0,15,0
21,83481,10,1,70,0,13,1
56,98438,19,4,51,4,19,0
44,136491,19,5,76,3,40,1
47,173645,8,9,64,5,18,0
22,146844,7,6,73,0,31,1
51,119910,14,4,44,1,37,1
34,81494,33,2,69,1,21,1
22,168360,23,5,73,5,39,1
49,71978,32,8,50,2,5,0
35,142845,26,8,42,3,17,0
32,155621,20,6,76,2,19,1
57,79672,4,1,40,4,4,0
48,86821,34,8,78,0,26,1
40,108661,20,4,56,5,24,0
59,94224,3,2,60,5,39,1
44,114405,15,1,73,5,38,1
41,79796,30,7,61,2,46,1
30,153554,25,2,59,2,19,1
34,148777,34,4,47,4,30,0
57,29023,5,4,45,1,26,1
38,192807,32,10,64,1,11,0
44,97959,20,1,38,4,39,1
34,64218,15,2,68,5,3,1
54,168285,33,1,66,1,22,1
32,53460,14,6,39,4,17,0
42,149579,5,3,41,1,11,0
26,89680,1,1,37,4,47,1
56,56017,23,8,32,1,39,0
56,117038,27,4,48,5,47,1
42,187062,0,10,40,2,27,0
34,44515,0,7,37,2,49,1
36,186063,27,10,55,5,43,0
56,163706,19,2,74,1,29,1
45,185449,7,6,52,5,12,0
52,58001,0,6,39,4,13,0
53,26391,25,7,47,2,11,0
56,134388,24,1,41,0,31,1
40,67215,9,1,68,1,11,1
38,104720,11,2,55,0,41,1
58,52114,6,2,40,0,43,1
23,167954,11,5,39,3,36,1
43,138142,16,1,32,0,2,0
52,173345,4,2,36,0,23,1
36,131206,13,6,33,5,36,1
25,70647,33,3,69,3,14,1
24,67679,16,4,37,3,37,1
41,25427,34,1,67,3,49,1
34,154669,0,5,42,4,27,1
